leadtime,shortage,setup,lostsales,CV,horizon,ADI,policy,mu_dist_bounds,avg_cost,MC_std,train_time_s,forecast_id,agent_id,stockoutrate
2,10.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2397.003253221512,106.09843039256702,1289.701577921,6,10,0.03070871623423907
2,10.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2277.1392129096985,93.42554060810215,1289.701577921,7,10,0.02631367259929215
2,10.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2616.272183544159,117.1274497013823,1289.701577921,8,10,0.030583288946332925
4,5.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",1349.7046372718812,73.2395887119029,1077.821935309,1,2,0.08069813655333778
4,5.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",1729.234523033142,94.90291853897149,1077.821935309,2,2,0.07194449406691364
4,5.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2184.0014229125977,116.92390473543661,1077.821935309,3,2,0.0724996916411212
4,5.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",1724.7490476932526,93.92907618707149,1077.821935309,4,2,0.07456058281962467
4,5.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",1740.2862494888307,96.09963125405777,1077.821935309,5,2,0.07837692528139871
4,5.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",1752.614828994751,98.7423479484888,1077.821935309,6,2,0.08499864305477288
4,5.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",1679.2617136993408,91.34506713943023,1077.821935309,7,2,0.0716235996618596
4,5.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",1882.8429311599732,105.39968156578999,1077.821935309,8,2,0.07993277232425544
4,10.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2039.4158611068726,90.08442021210185,1158.193811409,1,11,0.04298034979687005
4,10.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2603.2662672271726,148.46190105781653,1158.193811409,2,11,0.02716684877216154
4,10.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",3293.423856246948,197.46395337756132,1158.193811409,3,11,0.029774329399963006
4,10.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2589.9375617637634,150.04353225550904,1158.193811409,4,11,0.03208990541769251
4,10.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2640.0474132575987,156.49610231941605,1158.193811409,5,11,0.0508657438275444
4,10.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2613.6211994934083,148.3691975826931,1158.193811409,6,11,0.054016366480823225
4,10.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2481.5647405052187,134.12600170014508,1158.193811409,7,11,0.03160171913788747
4,10.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2914.3173481750487,172.5957518450157,1158.193811409,8,11,0.03645518053108798
8,5.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",1768.975065990448,114.20151977675195,1085.444800931,1,3,0.07937825883338223
8,5.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",1950.5473945922852,122.9266309459342,1085.444800931,2,3,0.07772368880913662
8,5.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2481.5774453582762,153.06603247103672,1085.444800931,3,3,0.08819089449718326
8,5.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",1953.2390846366882,114.8022712184075,1085.444800931,4,3,0.08241348051353337
8,5.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",1983.2790116996764,116.7327209355019,1085.444800931,5,3,0.09195600248893428
8,5.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2015.1508583488464,123.23363198971079,1085.444800931,6,3,0.09513719022946701
8,5.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2064.5707873916626,118.55387795266194,1085.444800931,7,3,0.0788683499014682
8,5.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2154.614448074341,147.50873916780813,1085.444800931,8,3,0.09337792958770197
8,10.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2713.6791043701173,154.64314792930406,1164.748546353,1,12,0.04522021235099987
8,10.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",3146.6483995742797,192.8417236448861,1164.748546353,2,12,0.04737693144445538
