leadtime,shortage,setup,lostsales,CV,forecast_id,opt_cost,opt_MC_std,solve_time_s
2,25.0,320,false,0.3,1,22841.50945341252,245.08787114513598,20.8515563
2,25.0,320,false,0.3,2,32879.8937804373,410.9690318659809,54.5400287
2,25.0,320,false,0.3,3,41014.574070954215,604.6701792441276,75.1836352
2,25.0,320,false,0.3,4,32432.992495362203,460.6260226963833,63.1544492
2,25.0,320,false,0.3,5,32500.228884821652,428.14038181169536,61.7168903
2,25.0,320,false,0.3,6,32401.423576994144,433.85858202038827,60.344629
2,25.0,320,false,0.3,7,31935.515069552803,391.4238739986068,69.4076195
2,25.0,320,false,0.3,8,33328.92664699844,471.2636470492821,71.9079209
8,75.0,320,true,0.2,1,23732.144497186615,320.70226021093947,19.8145193
8,75.0,320,true,0.2,2,34810.359288725005,680.0153002578652,57.3198373
8,75.0,320,true,0.2,3,46336.58569232325,1031.6751571122338,74.0513752
8,75.0,320,true,0.2,4,34952.68792255042,776.6516761739978,74.7879578
8,75.0,320,true,0.2,5,35623.59124601838,846.7075310879271,71.6081317
8,75.0,320,true,0.2,6,35792.96745269927,817.0396246845769,69.2149396
8,75.0,320,true,0.2,7,33949.0048676559,609.8882476120494,80.8790438
8,75.0,320,true,0.2,8,37592.86503038399,932.557773200004,84.3584039
4,75.0,320,true,0.2,1,23314.492303570398,257.7164143173406,16.6378718
4,75.0,320,true,0.2,2,33848.1601987108,534.7768285674625,47.7958701
4,75.0,320,true,0.2,3,43390.446264108934,840.7397578120629,61.2047122
4,75.0,320,true,0.2,4,33545.43348053991,591.7703250944925,58.8573749
4,75.0,320,true,0.2,5,33701.71506268015,602.179004824704,57.1175253
4,75.0,320,true,0.2,6,33673.39915394298,623.7256688448997,51.3734364
4,75.0,320,true,0.2,7,32777.874793583534,500.80616488829077,65.6861573
4,75.0,320,true,0.2,8,35401.40897170113,670.5421995266498,68.4379861
1,75.0,320,true,0.2,1,23076.755866775413,253.0528153056579,15.6663692
1,75.0,320,true,0.2,2,32926.42652347062,399.13969602540425,49.7005146
1,75.0,320,true,0.2,3,41022.8736707583,612.1351655520738,58.6495096
1,75.0,320,true,0.2,4,32465.3846764979,417.06408818317914,51.3118318
1,75.0,320,true,0.2,5,32516.52849070979,414.6986617598272,50.8964352
1,75.0,320,true,0.2,6,32408.986762931454,397.0518487191539,48.9747196
1,75.0,320,true,0.2,7,32033.778797920415,384.69470797633454,52.8711372
1,75.0,320,true,0.2,8,33518.62392398428,459.8607629316427,55.2255645
0,75.0,320,true,0.2,1,22894.901038119395,234.13150375881355,17.1202084
0,75.0,320,true,0.2,2,32474.934879259024,346.8806366161919,47.4027679
0,75.0,320,true,0.2,3,39998.15245844469,456.24141864696287,53.3728379
0,75.0,320,true,0.2,4,32051.04173480193,343.0485944380771,44.865936
0,75.0,320,true,0.2,5,32111.02810592609,342.869141606656,44.7161806
0,75.0,320,true,0.2,6,31963.21440672326,358.5060498076039,42.0681913
0,75.0,320,true,0.2,7,31664.771880407443,346.93496776765636,49.7178346
0,75.0,320,true,0.2,8,32751.34481004682,365.02429634226695,52.0376739
2,50.0,320,true,0.2,1,22972.265171199186,224.1128457094056,15.3908044
2,50.0,320,true,0.2,2,32904.38428381303,373.1953825391437,43.7105216
2,50.0,320,true,0.2,3,41121.99592554985,542.7264242295075,55.745548
2,50.0,320,true,0.2,4,32473.197614131306,403.7409956077441,50.3865046
2,50.0,320,true,0.2,5,32512.46237596442,406.79437827996463,47.3642217
2,50.0,320,true,0.2,6,32379.49533749677,398.1413261820345,46.1259775
2,50.0,320,true,0.2,7,32014.534539516684,372.8834021192071,53.0274704
2,50.0,320,true,0.2,8,33588.24852370715,429.54948319123355,57.5304058
2,75.0,320,true,0.2,1,23151.896920386993,241.9761570672598,15.0239953
2,75.0,320,true,0.2,2,33276.96345872664,456.35853503483474,41.7136624
2,75.0,320,true,0.2,3,41938.12747076724,695.6157574081344,53.8910692
2,75.0,320,true,0.2,4,32846.022925886704,490.64973377560995,50.5714627
2,75.0,320,true,0.2,5,32871.09955794739,502.05720569198047,49.1996079
2,75.0,320,true,0.2,6,32759.301533586862,472.2166643536027,45.1927593
2,75.0,320,true,0.2,7,32315.22377501807,428.45474310314864,54.6326149
2,75.0,320,true,0.2,8,34219.97688846971,563.1656946941855,56.6661115
2,100.0,320,true,0.2,1,23285.837471263916,265.40578661903703,15.023775
2,100.0,320,true,0.2,2,33512.35841954213,527.4353648651628,41.8121745
2,100.0,320,true,0.2,3,42494.44037383682,808.6946639601343,55.1044812
2,100.0,320,true,0.2,4,33097.75663789981,545.0774772922779,50.3290032
2,100.0,320,true,0.2,5,33200.45839329637,565.1350013513523,47.576838
2,100.0,320,true,0.2,6,33097.43339592534,562.4829184129766,46.8138548
2,100.0,320,true,0.2,7,32541.733041145028,452.51094812964095,54.5786151
2,100.0,320,true,0.2,8,34697.81967702535,654.7283167386006,55.5246578
2,75.0,80,true,0.2,1,11982.92950573981,206.94599119841925,7.0528518
2,75.0,80,true,0.2,2,17601.525413405405,389.0177910834164,25.6623469
2,75.0,80,true,0.2,3,22763.457792080557,619.6100039246129,29.0292283
2,75.0,80,true,0.2,4,17453.05596583429,432.993133472689,29.5379479
2,75.0,80,true,0.2,5,17501.09578892057,427.60746767997614,25.8814314
2,75.0,80,true,0.2,6,17484.732613208038,422.55342109126775,25.1831359
2,75.0,80,true,0.2,7,17018.804774927918,353.68172080399347,31.8475907
2,75.0,80,true,0.2,8,18443.628795204742,523.3456215670834,31.6064206
2,75.0,1280,true,0.2,1,45888.1229694194,374.9971779824409,27.3621467
2,75.0,1280,true,0.2,2,65270.27317649056,766.8381710512766,89.0003467
2,75.0,1280,true,0.2,3,80714.44178122137,776.1657077365008,95.2616326
2,75.0,1280,true,0.2,4,63916.834727819485,627.1391293217251,87.481632
2,75.0,1280,true,0.2,5,63553.822435882605,613.9225713944516,87.245582
2,75.0,1280,true,0.2,6,63613.94837775362,578.2358045637675,81.6774032
2,75.0,1280,true,0.2,7,63445.954631779015,529.4948137734017,97.567294
2,75.0,1280,true,0.2,8,66279.61502928415,633.0965602548233,101.5805307
2,75.0,320,true,0.1,1,22732.4723361744,161.7422990505525,11.5102801
2,75.0,320,true,0.1,2,32153.823694658677,258.55344687577065,36.6575861
2,75.0,320,true,0.1,3,40033.50688690856,366.8123346651275,68.8859127
2,75.0,320,true,0.1,4,31702.63821836073,291.6883138355284,48.2486817
2,75.0,320,true,0.1,5,31708.840051835563,294.3190806841425,49.0949585
2,75.0,320,true,0.1,6,31607.484518443453,267.99088808097423,41.4868842
2,75.0,320,true,0.1,7,31258.204231493248,274.40959010752465,45.0253215
2,75.0,320,true,0.1,8,33111.07031695033,296.75036693342827,46.4192963
2,75.0,320,true,0.3,1,23602.60536655225,342.9429595690807,21.0081258
2,75.0,320,true,0.3,2,34317.901081990574,611.643800294682,67.2061231
2,75.0,320,true,0.3,3,43491.348648049905,978.346369969009,73.3033494
2,75.0,320,true,0.3,4,33904.03794487518,644.9552456387731,63.4101771
2,75.0,320,true,0.3,5,33950.66965508158,652.2476189826556,60.3227247
2,75.0,320,true,0.3,6,33945.93218197438,665.3968589135997,58.8802433
2,75.0,320,true,0.3,7,33280.040707990906,604.2181479074378,65.1663908
2,75.0,320,true,0.3,8,35258.34702703244,783.4385032513615,66.0530867
